EC,SA,taxa difference,comment
4.1.3.3,11.36,19, 11.36 <28>
4.1.3.30,0.037,19, 0.037 <2>
4.1.3.30,1.76,19, 1.76 <3>
4.1.3.39,4.2,19, purified enzyme <1>) <1>
4.1.3.4,0.0098,19, 0.0098 <12>
4.1.3.4,351,19, 351.0 <3>
4.1.3.4,80,19, wild-type <7>) <7>
4.1.3.4,70,19," 70.0 <16,21>"
4.1.3.4,114,19, wild-type <17>) <17>
4.1.3.4,220,19, peroxisomal enzyme <10>) <10>
4.1.3.4,150,19," wild-type HMGCLL1, pH 8.2, 37°C <41>) <41>"
4.1.3.4,249,19, mitochondrial enzyme <10>) <10>
4.1.3.4,159,19," wild-type HMGCL, pH 8.2, 37°C <41>)"
4.1.3.4,0.022,19, at optimal pH <15>) <15>
4.1.3.4,136,19," wild type protein, pH not specified in the publication,"
4.1.3.4,1.29,19," recombinant wild type enzyme, at 37°C <28>) <28>"
4.1.3.4,1.3,19, 1.3 <6>
4.1.3.41,30,19," after 50fold purification, using"
4.1.3.41,25,19," after 50fold purification, using D-allo-threonine as"
4.1.3.41,20,19," after 50fold purification, using D-threonine as"
4.1.3.41,0.6,19," crude extract, in 0.02 mM HEPES buffer, pH 8.0, at 30°C"
4.1.3.41,99,19," after 50fold purification, using D-erythro-3-phenylserine"
4.1.3.41,95,19," after 50fold purification, using D-threo-3-phenylserine"
4.1.3.41,0.36,19," after 50fold purification, using"
4.1.3.41,17.5,19," after 50fold purification, using"
4.1.3.41,14.6,19," after 50fold purification, using"
4.1.3.42,7.9,19, (L)-4-hydroxy-alpha-ketoglutarate <3>) <3>
4.1.3.42,1.53,19, (D)-4-hydroxy-alpha-ketoglutarate <3>) <3>
4.1.3.42,2.27,19, 2.27 <4>
4.1.3.42,45,19," pH 8.4, 25°C <12>) <12>"
4.1.3.42,96.7,19," pH 8.1, 25°C <3>) <3>"
4.1.3.46,1.5,19, recombinant enzyme <1>) <1>
4.1.3.46,0.02,19, recombinant enzyme <2>) <2>
4.1.3.46,1.52,19," pH 7.0, 55°C, purified enzyme <2>) <2>"
4.1.99.1,34,19," substrate S-(o-nitrophenyl)-L-cysteine, pH 8.0, 25°C"
4.1.99.1,50,19, 50.0 <2>
4.1.99.1,23.5,19, 23.5 <29>
4.1.99.1,0.508,19," cell extract from strain MG1655H, harvested at OD600 of"
4.1.99.1,0.808,19," cell extract from strain MG1655H, harvested at OD600 of"
4.1.99.1,0.747,19," cell extract from strain MG1655, harvested at OD600 of"
4.1.99.1,0.818,19," cell extract from strain MG1655, harvested at OD600 of"
4.1.99.1,0.774,19," cell extract from strain MG1406, harvested at OD600 of"
4.1.99.1,1.475,19," cell extract from strain MG1406, harvested at OD600 of"
4.1.99.1,13.3,19, 13.3 <21>
4.1.99.1,9.24,19, 9.24 <5>
4.1.99.1,9.01,19, 9.01 <13>
4.1.99.1,2.39,19, 2.39 <16>
4.1.99.1,12.5,19, 12.5 <14>
4.1.99.11,0.017,19," cell extract, pH 7.5, 30°C <20>) <20>"
4.1.99.11,0.0074,19," cell extract, 30°C <10>) <10>"
4.1.99.11,0.0024,19," cell extract, 4°C <10>) <10>"
4.1.99.11,0.0002,19, 0.0002 <6>
4.1.99.11,0.004,19," cell extract, pH 7.5, 30°C <20>) <20>"
4.1.99.11,0.015,19," cell extract, pH 7.5, 30°C <20>) <20>"
4.1.99.11,0.016,19, 0.016 <2>
4.1.99.11,0.016,19, 0.016 <2>
4.1.99.12,0.152,19, purified recombinant enzyme <5>) <5>
4.1.99.12,0.174,19, purified enzyme <8>) <8>
4.1.99.12,0.283,19," purified recombinant enzyme, assay method development,"
4.1.99.14,2.6,19," purified recombinant enzyme, pH and temperature not"
4.1.99.2,2.8,19, 2.8 <12>
4.1.99.2,0.017,19," at the 24 h culture phase, wild-type strain <58>) <58>"
4.1.99.2,3.9,19, 3.9 <27>
4.1.99.2,0.935,19, 0.935 <15>
4.1.99.2,0.098,19," at the 24 h culture phase, vgb- strain <58>) <58>"
4.1.99.2,0.513,19," at the 24 h culture phase, vgb+ strain <58>) <58>"
4.1.99.2,0.08,19," at the 12 h culture phase, vgb+ strain <58>) <58>"
4.1.99.2,10,19," pH 7.8, 30°C <61>) <61>"
4.1.99.2,0.058,19," at the 12 h culture phase, vgb- strain <58>) <58>"
4.1.99.2,0.032,19," at the 12 h culture phase, wild-type strain <58>) <58>"
4.1.99.2,0.371,19," at the 24 h culture phase, vgb+ strain <58>) <58>"
4.1.99.2,0.067,19," at the 24 h culture phase, vgb- strain <58>) <58>"
4.1.99.2,1.9,19, 1.9 <22>
4.1.99.2,1.1,19," purified enzyme, pH 8.5, 30°C <63>) <63>"
4.1.99.2,0.031,19," at the 24 h culture phase, wild-type strain <58>) <58>"
4.1.99.5,0.000235,19, at room temperature <5>) <5>
4.1.99.5,0.00353,19, 25°C <4>) <4>
4.2.1.10,36,19, 36.0 <30>
4.2.1.10,43.3,19, 43.3 <19>
4.2.1.10,183.2,19, 183.2 <18>
4.2.1.10,1710,19, 1710.0 <30>
4.2.1.10,0.09,19," pDQD, purification step DEAE-cellulose <48>) <48>"
4.2.1.10,0.45,19," sDQD, purification step Sephadex G-200 <48>) <48>"
4.2.1.10,0.97,19," pDQD, purification step Hydroxyapatite <48>) <48>"
4.2.1.10,0.2,19," sDQD, purification step DEAE-Sephadex A-50 <48>) <48>"
4.2.1.10,0.02,19," pDQD, membrane fraction <48>) <48>"
4.2.1.10,0.07,19," pDQD, solubilizez fraction <48>) <48>"
4.2.1.10,0.28,19," pDQD, purification step DEAE-Sephadex A-50 <48>) <48>"
4.2.1.10,0.83,19," sDQD, heat treatment <48>) <48>"
4.2.1.10,0.0002,19," sDQD, cell-free extract <48>) <48>"
4.2.1.10,0.0036,19," sDQD, purification step DEAE-cellulose <48>) <48>"
4.2.1.10,229,19, 229.0 <17>
4.2.1.10,0.089,19, 0.089 <1>
4.2.1.10,163,19, 163.0 <11>
4.2.1.10,1284,19, 1284.0 <19>
4.2.1.100,110,19, reversible reaction with
4.2.1.100,2.5,19," cell extract, pH 7.5, 30°C <5>) <5>"
4.2.1.100,730,19," purified enzyme, dehydration reaction, pH 7.5, 30°C"
4.2.1.100,550,19," purified enzyme, hydration reaction, pH 7.5, 30°C <5>)"
4.2.1.100,31.7,19," 85°C, pH 7.0, highly enriched enzyme <7>) <7>"
4.2.1.101,0.003,19, 0.003 <2>
4.2.1.103,17.3,19, purified recombinant wild-type enzyme <2>) <2>
4.2.1.104,0.01,19, in absence of bicarbonate <17>) <17>
4.2.1.104,0.22,19, in the presence of 3 mM bicarbonate and 2 mM cyanate
4.2.1.104,0.633,19," purified recombinant enzyme, pH 5.7, 27°C <25>) <25>"
4.2.1.104,0.303,19," purified recombinant enzyme, pH 4.8, 27°C <25>) <25>"
4.2.1.104,0.75,19, activity determined every 15 to 30 min in the presence of
4.2.1.104,0.047,19, complemented deficient Escherichia coli cells <13>) <13>
4.2.1.107,48,19," recombinant enzyme, pH 7.0 <6>) <6>"
4.2.1.108,0.3,19," purified recombinant enzyme, substrate is"
4.2.1.108,0.16,19," purified recombinant enzyme, substrate is"
4.2.1.108,16,19, purified enzyme <2>) <2>
4.2.1.110,9,19," after 450fold purification, at pH 6.0 and 25°C <5>) <5>"
4.2.1.110,0.02,19," cleared lysate, at pH 6.0 and 25°C <5>) <5>"
4.2.1.111,1870,19, 1870.0 <1>
4.2.1.112,13,19, crude cell extract of cells grown in presence of
4.2.1.112,10.7,19, purified native enzyme <1>) <1>
4.2.1.112,14.2,19," purified recombinant enzyme, pH 7.5, 30°C <10>) <10>"
4.2.1.112,69.2,19, purified enzyme <5>) <5>
4.2.1.112,26.5,19, purified native enzyme <2>) <2>
4.2.1.115,0.23,19, wild-type enzyme activity with UDP-GlcNAc conversion to
4.2.1.115,0.000037,19, wild-type enzyme activity with
4.2.1.116,2.4,19," extract of autotrophically grown cells, pH 8.6 <1>) <1>"
4.2.1.116,3.1,19," extract of heterotrophically grown cells, pH 8.6 <1>) <1>"
4.2.1.116,151,19," purified, recombinant protein, pH 8.6 <1>) <1>"
4.2.1.117,7.8,19," pH 8.0, 37°C, substrate 2-methylcitrate <1>) <1>"
4.2.1.117,5,19," pH 8.0, 37°C, substrate cis-aconitate <1>) <1>"
4.2.1.117,2.9,19," pH 8.0, 37°C, substrate citrate <1>) <1>"
4.2.1.118,257,19," pH 7.5, 37°C <6>) <6>"
4.2.1.119,0.86,19," wild-type with octenoyl-CoA as substrate, cell extract"
4.2.1.119,1594,19," wild-type with crotonyl-CoA as substrate, cell extract"
4.2.1.119,259,19, 259.0 <19>
4.2.1.120,7.38,19, 7.38 <1>
4.2.1.120,12.5,19," pH 9.0, 25°C <2>) <2>"
4.2.1.120,0.1,19," 40°C, pH and temperature not specified in the publication"
4.2.1.123,105,19," enzyme from homogenate, pH 7.0, 30°C <1>) <1>"
4.2.1.123,31280,19," enzyme after 297fold purification, pH 7.0, 30°C <1>)"
4.2.1.127,0.55,19," pH 9.0, 35°C <1>) <1>"
4.2.1.130,37,19," pH 8.0, 37°C <2>) <2>"
4.2.1.130,0.254,19," pH 7.5, temperature not specified in the publication"
4.2.1.130,0.254,19," pH 7.5, temperature not specified in the publication"
4.2.1.130,0.0055,19," substrate methylglyoxal, pH 6.8, 37°C <9>) <9>"
4.2.1.130,0.015,19," substrate methylglyoxal, pH 6.8, 37°C <9>) <9>"
4.2.1.130,0.25,19," substrate glyoxal, pH 6.8, 37°C <9>) <9>"
4.2.1.130,0.31,19," substrate glyoxal, pH 6.8, 37°C <9>) <9>"
4.2.1.130,0.013,19," substrate methylglyoxal, pH 6.8, 37°C <9>) <9>"
4.2.1.130,0.033,19," crude enzyme extracts, pH 8.0, 37°C <2>) <2>"
4.2.1.139,2020,19," pH 6.0, 30°C <2>) <2>"
4.2.1.140,5.1,19," substrate: D-gluconate, pH 6.2, 60°C <4>) <4>"
4.2.1.142,0.0836,19," pH 7.5, 30°C <1>) <1>"
4.2.1.143,2750,19," pH 6.5, 37°C <7>) <7>"
4.2.1.143,1900,19," pH 6.5, 37°C <5>) <5>"
4.2.1.144,72,19," pH 7.5, 28°C, native enzyme <4>) <4>"
4.2.1.144,195,19," pH 7.5, 28°C, recombinant enzyme <4>) <4>"
4.2.1.147,20.2,19," 30°C, pH 8.0 <1>) <1>"
4.2.1.148,1400,19," 30°C, pH not specified in the publication, dehydration"
4.2.1.148,1300,19," 55°C, pH not specified in the publication, dehydration"
4.2.1.149,3,19," cell free extract, in 10 mM sodium phosphate buffer (pH"
4.2.1.149,450,19," after 150fold purification, in 10 mM sodium phosphate"
4.2.1.149,6088,19," 37°C, pH 7.5 <1>) <1>"
4.2.1.150,6155,19," 25°C, pH 7.5 <3>) <3>"
4.2.1.154,0.309,19," after 541fold purification, at pH 8.0 and 30°C <2>) <2>"
4.2.1.154,0.000571,19," cell-free extract, at pH 8.0 and 30°C <2>) <2>"
4.2.1.17,6155,19, 6155.0 <7>
4.2.1.17,64,19, homogenate of cells transformed with the pET3aECH1
4.2.1.17,1334,19, 1334.0 <4>
4.2.1.19,5.7,19, 5.7 <11>
4.2.1.19,0.195,19, 0.195 <9>
4.2.1.2,971,19, 971.0 <18>
4.2.1.2,1300,19, 1300.0 <28>
4.2.1.2,205,19," pH 7.5, 70°C <23>) <23>"
4.2.1.2,730,19," FUMC <24>) <10,24>"
4.2.1.2,726,19," purified recombinant FumF, pH 8.5, 55°C, substrate"
4.2.1.2,721,19, mitochondrial enzyme <10>) <10>
4.2.1.2,173,19, 173.0 <9>
4.2.1.2,450,19, 450.0 <6>
4.2.1.2,1150,19, 1150.0 <25>
4.2.1.20,1150,19," purified wild-type, beta-reaction, in absence of"
4.2.1.20,190,19," wild-type enzyme, in presence of guanidinum <49>) <49>"
4.2.1.20,1375,19," purified wild-type, reverse alpha-reaction, in presence"
4.2.1.20,1400,19," wild-type enzyme, in presence of Cs+ <49,61>) <49,61>"
4.2.1.20,288,19," purified wild-type, beta-reaction, in presence of"
4.2.1.20,1310,19," wild-type enzyme, in presence of Na+ <49,61>) <49,61>"
4.2.1.20,1605,19," purified wild-type, reverse alpha-reaction, in absence"
4.2.1.20,125,19, indole-3-glycerol phosphate + L-serine <3>) <3>
4.2.1.20,1524,19, wild-type enzyme in presence of alpha-subunit <56>)
4.2.1.20,8.05,19, 8.05 <9>
4.2.1.20,8.5,19," alpha-reaction, purified enzyme complex <58>) <58>"
4.2.1.20,110,19," overall activity, purified enzyme complex <58>) <58>"
4.2.1.20,119,19," beta-reaction, purified enzyme complex <58>) <58>"
4.2.1.20,1.69,19, 1.69 <7>
4.2.1.20,10.53,19, 10.53 <19>
4.2.1.22,2.65,19, wild-type enzyme in the presence of
4.2.1.22,3.5,19, 3.5 <17>
4.2.1.22,2.3,19, wild-type enzyme <62>) <62>
4.2.1.22,4.6,19, recombinant enzyme <18>) <18>
4.2.1.22,5.2,19," truncated ferric wild type enzyme, at 37°C and pH 8 <86>;"
4.2.1.22,3.6,19," without pyridoxal 5-phosphate, without"
4.2.1.22,2.8,19," full-length ferrous wild type enzyme, at 37°C and pH 8"
4.2.1.22,5.6,19, 5.6 <3>
4.2.1.22,3.17,19," recombinant 6-His-tagged enzyme after purification, in 50"
4.2.1.22,2.6,19, 2.6 <4>
4.2.1.22,9.8,19, 9.8 <95>
4.2.1.22,0.045,19," recombinant 6-His-tagged enzyme from crude extract, in"
4.2.1.22,8,19," truncated ferrous wild type enzyme, at 37°C and pH 8"
4.2.1.22,3.9,19," with pyridoxal 5-phosphate, with S-adenosyl-L-methionine,"
4.2.1.22,10.3,19," full-length ferric wild type enzyme, at 37°C and pH 8"
4.2.1.22,2.31,19," without pyridoxal 5-phosphate, without"
4.2.1.22,0.68,19," without pyridoxal 5-phosphate, without"
4.2.1.22,1.91,19," without pyridoxal 5-phosphate, without"
4.2.1.22,5.71,19," with pyridoxal 5-phosphate, with S-adenosyl-L-methionine,"
4.2.1.22,105.2,19," purified recombinant CoCBS, pH 8.6, 37°C <108>) <108>"
4.2.1.24,0.27,19, 0.27 <42>
4.2.1.24,0.63,19, 0.63 <3>
4.2.1.24,4.33,19, 4.33 <46>
4.2.1.24,0.39,19, 0.39 <32>
4.2.1.24,1,19, 1.0 <70>
4.2.1.24,1.62,19, 1.62 <24>
4.2.1.24,10.3,19, liver enzyme <27>) <27>
4.2.1.24,6.98,19, shell gland enzyme <27>) <27>
4.2.1.24,0.09,19, expressed from expression vector pLM1 <100>) <100>
4.2.1.24,0.29,19," expressed from expression vector pET28a+, His-tag"
4.2.1.24,0.28,19, expressed from expression vector pET28a+ <100>) <100>
4.2.1.24,0.55,19, 0.55 <39>
4.2.1.24,0.4,19," 0.4 <5,115>"
4.2.1.25,2.07,19, 2.07 <5>
4.2.1.27,38,19, 38.0 <1>
4.2.1.28,11,19, activating kation: (NH4)+
4.2.1.28,12,19, activation kation: Tl+ <42>) <42>
4.2.1.28,0.22,19," 37?C, pH 7.2, crude extract <31>) <31>"
4.2.1.28,0.77,19," 37?C, pH 7.2, purified enzyme <31>) <31>"
4.2.1.28,91.5,19, 91.5 <8>
4.2.1.28,95,19, membrane-associated enzyme <12>) <12>
4.2.1.28,82.2,19, 82.2 <15>
4.2.1.28,106,19, membrane-associated enzyme <25>) <25>
4.2.1.28,197,19, 197.0 <17>
4.2.1.30,4,19, 4.0 <17>
4.2.1.30,91.9,19," after 4.3fold purification, at pH 8.5 and 45°C"
4.2.1.30,0.2,19, 0.2 <35>
4.2.1.30,1.3,19, 1.3 <18>
4.2.1.30,120,19, 120.0 <39>
4.2.1.30,228,19, apoenzyme <9>) <9>
4.2.1.30,65.4,19, dependent on purification method <26>) <26>
4.2.1.30,21.2,19," crude extract, at pH 8.5 and 45°C <51>) <51>"
4.2.1.31,317,19, 317.0 <3>
4.2.1.31,108,19, 108.0 <7>
4.2.1.31,6.55,19, 6.55 <9>
4.2.1.33,6.18,19, 6.18 <6>
4.2.1.33,12.3,19, 12.3 <1>
4.2.1.34,7.1,19, 7.1 <3>
4.2.1.39,26.04,19, 26.04 <14>
4.2.1.39,0.01,19," cell-free extracts, gluconate-grown <6>) <6>"
4.2.1.39,10,19," cell-free extract, gluconate grown <5>) <5>"
4.2.1.39,0.5,19," cell-free extract, fructose grown <5>) <5>"
4.2.1.39,0.023,19," cell-free extracts, glucose-grown <7>) <7>"
4.2.1.39,0.002,19, nitrogen source urea <15>) <15>
4.2.1.39,0.036,19, nitrogen source H4NO3 <15>) <15>
4.2.1.39,0.05,19, nitrogen source NH4Cl <15>) <15>
4.2.1.39,0.027,19, nitrogen source
4.2.1.39,0.04,19, nitrogen source casamino acid <15>) <15>
4.2.1.39,0.011,19, carbon source DL-glutamate <15>) <15>
4.2.1.39,0.019,19, nitrogen source bacto peptone <15>) <15>
4.2.1.39,0.025,19, carbon source D-glucose <15>) <15>
4.2.1.39,0.046,19, carbon source D-arabinose <15>) <15>
4.2.1.39,0.111,19, nitrogen source malt extract <15>) <15>
4.2.1.39,0.13,19, carbon source D-gluconate <15>) <15>
4.2.1.39,0.057,19, carbon source sucrose <15>) <15>
4.2.1.39,0.013,19, carbon source DL-alanine <15>) <15>
4.2.1.39,0.038,19, carbon source D-galactonate <15>) <15>
4.2.1.39,0.031,19, nitrogen source
4.2.1.39,0.042,19, carbon source maltose <15>) <15>
4.2.1.39,2000,19, cell-free extracts <8>) <8>
4.2.1.39,0.083,19," cell-free extracts, gluconate-grown <6>) <6>"
4.2.1.39,132,19," 132.0 <1,3>"
4.2.1.39,0.041,19," cell-free extracts, gluconate-grown <6>) <6>"
4.2.1.39,10.2,19, 10.2 <2>
4.2.1.40,20.1,19, 20.1 <5>
4.2.1.40,3.7,19, 3.7 <4>
4.2.1.41,5.9,19," 5.9 <1,3>"
4.2.1.42,0.5,19, 0.5 <2>
4.2.1.43,54,19," 54.0 <1,3>"
4.2.1.43,19.8,19, 19.8 <6>
4.2.1.44,270,19, 270.0 <1>
4.2.1.45,6.4,19, 6.4 <3>
4.2.1.46,4.4,19, dTDPglucose <14>) <14>
4.2.1.46,930,19, dTDPglucose <11>) <11>
4.2.1.46,0.4,19, dTDPglucose <1>) <1>
4.2.1.46,0.04,19, dTDPglucose <2>) <2>
4.2.1.46,0.31,19, dTDPglucose <15>) <15>
4.2.1.46,1.5,19, dTDP-3-azido-3-deoxyglucose <13>) <13>
4.2.1.46,12.3,19, dTDPglucose <8>) <8>
4.2.1.46,4.2,19, dTDPglucose <7>) <7>
4.2.1.46,2,19, dTDPglucose <10>) <10>
4.2.1.46,2.2,19, dTDP-3-deoxyglucose <13>) <13>
4.2.1.46,4.3,19, dTDPglucose <13>) <13>
4.2.1.46,0.2,19, dTDPglucose <15>) <15>
4.2.1.47,7.09,19, 7.09 <9>
4.2.1.47,0.48,19, 0.48 <23>
4.2.1.47,0.63,19, 0.63 <23>
4.2.1.47,2.3,19, determined with fusion protein <7>) <7>
4.2.1.47,8.4,19, 8.4 <4>
4.2.1.47,0.73,19, 0.73 <6>
4.2.1.47,0.11,19, 0.11 <6>
4.2.1.47,0.7,19, 0.7 <8>
4.2.1.47,0.036,19, 0.036 <2>
4.2.1.48,580,19, 580.0 <2>
4.2.1.49,1.95,19, 1.95 <10>
4.2.1.49,1.7,19, 1.7 <17>
4.2.1.49,2.12,19, 2.12 <5>
4.2.1.49,2.16,19, 2.16 <2>
4.2.1.49,2.18,19, 2.18 <12>
4.2.1.49,0.248,19, 0.248 <16>
4.2.1.49,1.6,19, 1.6 <17>
4.2.1.49,0.131,19, 0.131 <6>
4.2.1.53,1.95,19," with palmitoleic acid as substrate, at pH 6.5 and 35°C"
4.2.1.53,0.033,19," with gamma-linolenic acid as substrate, at pH 6.5 and"
4.2.1.53,0.54,19," with alpha-linolenic acid as substrate, at pH 6.5 and"
4.2.1.53,0.014,19," with myristoleic acid as substrate, at pH 6.5 and 35°C"
4.2.1.53,0.91,19," with linoleic acid as substrate, at pH 6.5 and 35°C"
4.2.1.53,3.69,19," with oleate as substrate, at pH 6.5 and 35°C <10>) <10>"
4.2.1.53,3.3,19, at pH 6.5 and 25°C <7>) <7>
4.2.1.54,6.9,19, 6.9 <1>
4.2.1.54,0.031,19," recombinant enzyme, pH and temperature not specified in"
4.2.1.55,5.7,19," 85°C, pH 7.0, highly enriched enzyme <4>) <4>"
4.2.1.57,25.8,19, 25.8 <1>
4.2.1.59,0.089,19, 0.089 <1>
4.2.1.6,4.56,19, 4.56 <6>
4.2.1.6,38,19," 38.0 <5,7>"
4.2.1.6,7.82,19, 7.82 <8>
4.2.1.62,0.121,19, 0.121 <1>
4.2.1.65,54.7,19, 54.7 <1>
4.2.1.67,2.33,19, 2.33 <1>
4.2.1.68,0.066,19, 0.066 <1>
4.2.1.70,13.2,19, 13.2 <1>
4.2.1.75,40,19, purified recombinant wild-type <20>) <20>
4.2.1.75,25,19, hydroxymethylbilane <14>) <14>
4.2.1.75,54.7,19, 54.7 <22>
4.2.1.75,33.37,19," pH not specified in the publication, temperature not"
4.2.1.75,9.7,19, 9.7 <25>
4.2.1.76,0.023,19," purified ATCV-1 UGD, pH 7.5, 25°C <3>) <3>"
4.2.1.78,0.09,19, purified enzyme <3>) <3>
4.2.1.79,0.2,19," purified recombinant His-tagged enzyme, substrate"
4.2.1.79,2.8,19," purified recombinant His-tagged enzyme, substrate"
4.2.1.79,2.6,19," purified recombinant His-tagged enzyme, substrate"
4.2.1.79,0.8,19, purified PrpD <8>) <8>
4.2.1.79,0.005,19, partially purified AcnC <8>) <8>
4.2.1.8,203.1,19, 203.1 <3>
4.2.1.80,538,19, MonoQ pool <5>) <5>
4.2.1.81,7.2,19, 7.2 <1>
4.2.1.82,1.38,19, 1.38 <1>
4.2.1.83,108,19, 108.0 <1>
4.2.1.83,113,19, 113.0 <4>
4.2.1.83,557,19, 557.0 <3>
4.2.1.85,0.14,19, 0.14 <1>
4.2.1.88,1.8,19, 1.8 <2>
4.2.1.9,0.024,19," purified native enzyme, pH 8.0, temperature not"
4.2.1.9,10.7,19," pH 7, 50°C, conversion of D-glycerate to pyruvate"
4.2.1.9,2.15,19, 2.15 <3>
4.2.1.9,10.13,19, 10.13 <5>
4.2.1.9,0.18,19, 0.18 <5>
4.2.1.9,0.132,19, 0.132 <23>
4.2.1.90,0.0083,19, 0.0083 <1>
4.2.1.90,0.0085,19, 0.0085 <1>
4.2.1.91,0.0012,19, crude extract <3>) <3>
4.2.1.91,0.0063,19," ATCC 13184 <3,5>) <3,5>"
4.2.1.91,102.8,19," purified recombinant enzyme, with L-arogenate as"
4.2.1.91,307.7,19," purified recombinant enzyme, with prephenate as"
4.2.1.91,29.4,19, prephenate dehydratase activity <1>) <1>
4.2.1.91,23.68,19, L-arogenate dehydratase activity <1>) <1>
4.2.1.91,0.00425,19, 0.00425 <6>
4.2.1.91,0.0006,19, 0.0006 <2>
4.2.1.92,2.32,19," purified recombinant His-tagged enzyme, solubilized"
4.2.1.92,5.44,19," purified recombinant His-tagged enzyme, solubilized"
4.2.1.94,28,19, pH 7.0 <14>) <14>
4.2.1.96,5.2,19," 5.2 <1,6>"
4.2.1.96,0.0134,19, hepatic cytosol <17>) <17>
4.2.1.96,0.0044,19, renal cytosol <17>) <17>
4.2.1.98,0.7,19, 0.7 <4>
4.2.1.98,0.7094,19, 0.7094 <4>
4.2.1.99,1.33,19, 1.33 <1>
4.2.2.1,7.75,19, 7.75 <2>
4.2.2.1,231.4,19," wild-type enzyme, in absence of NaCl <34>) <34>"
4.2.2.1,9.46,19, 9.46 <52>
4.2.2.1,9.62,19," pH 5.5, 37°C, purified recombinant enzyme <63>) <63>"
4.2.2.12,6.28,19, pH 7.0 <2>) <2>
4.2.2.12,2.62,19," 30°C, pH 6.9 <3>) <3>"
4.2.2.13,93.3,19, 93.3 <3>
4.2.2.14,162,19, 162.0 <3>
4.2.2.16,2269,19, 2269.0 <1>
4.2.2.16,145.2,19, 145.2 <8>
4.2.2.17,172,19, 172.0 <5>
4.2.2.17,127,19, 127.0 <6>
4.2.2.18,45.8,19, purified enzyme <5>) <5>
4.2.2.18,254.9,19," pH 6.0, 440°C <20>) <20>"
4.2.2.18,644,19," di-D-fructofuranose 1,2:2,3 dianhydride produced <16>)"
4.2.2.18,16.4,19," lyophilized enzyme, pH 5.5, 60°C <24>) <24>"
4.2.2.18,294,19, purified enzyme <10>) <10>
4.2.2.18,81.5,19, purified enzyme <1>) <1>
4.2.2.18,290,19," pH 5.5, 50°C <21>) <21>"
4.2.2.18,381,19," pH 5.5, 60°C <19>) <19>"
4.2.2.18,853,19, purified enzyme <9>) <9>
4.2.2.20,3180,19," recombinant protein fused to maltose-binding protein,"
4.2.2.21,34,19," pH 8.0, 37°C <9>) <9>"
4.2.2.21,14.8,19," substrate hyaluronan, pH 8.0 <10>) <10>"
4.2.2.21,37.5,19," pH 8.0, 37°C <5>) <5>"
4.2.2.21,54.2,19," substrate chondroitin sulfate D, pH 8.0 <10>) <10>"
4.2.2.21,69.8,19," substrate chondroitin, pH 8.0 <10>) <10>"
4.2.2.21,34.8,19," substrate chondroitin sulfate E, pH 8.0 <10>) <10>"
4.2.2.21,290.6,19," substrate chondroitin 4-sulfate, pH 8.0 <10>) <10>"
4.2.2.21,174.6,19," substrate chondroitin 6-sulfate, pH 8.0 <10>) <10>"
4.2.2.21,122.3,19," substrate dermatan sulfate, pH 8.0 <10>) <10>"
4.2.2.21,1.45,19," 30°C, pH 7.5 <2>) <2>"
4.2.2.21,43,19," pH 8.0, 37°C <5>) <5>"
4.2.2.22,63.7,19, 30% esterified pectin <5>) <5>
4.2.2.22,6.38,19, 60% esterified pectin <5>) <5>
4.2.2.22,57.3,19, polygalacturonic acid <5>) <5>
4.2.2.22,6.37,19, 90% esterified pectin <5>) <5>
4.2.2.25,0.671,19," pH 7.0, 30°C <1>) <1>"
4.2.2.25,9.34,19," pH 7.0, 30°C <2>) <2>"
4.2.2.26,24,19," substrate polyM, pH 7.0, 50°C <4>) <4>"
4.2.2.26,32,19," substrate alginate, pH 7.0, 50°C <4>) <4>"
4.2.2.26,5,19," substrate polyG, pH 7.0, 50°C <4>) <4>"
4.2.2.5,3.75,19, 3.75 <34>
4.2.2.5,99.7,19, 99.7 <10>
4.2.2.5,62.5,19," purified transconjugated wild-type, substrate chondroitin"
4.2.2.5,94.5,19," purified transconjugated wild-type, substrate hyaluronic"
4.2.2.7,40.6,19," heparin (20-mer), wild-type protein <33>) <33>"
4.2.2.7,107.8,19," heparin (6-mer), wild-type protein <33>) <33>"
4.2.2.7,101.4,19," heparin (8-mer), wild-type protein <33>) <33>"
4.2.2.7,19.5,19," pH 7.2, 40?C <18>) <18>"
4.2.2.7,6.38,19, heparin <32>) <32>
4.2.2.7,109.9,19, acharan sulfate <32>) <32>
4.2.2.7,27.74,19, heparan sulfate <32>) <32>
4.2.2.7,44.6,19," purified enzyme,"
4.2.2.8,1.7,19, hyaluronic acid as substrate <16>) <16>
4.2.2.8,32.3,19, heparan sulfate (porcine intestine) as substrate <16>)
4.2.2.8,51.81,19, heparan sulfate (bovine kidney) as substrate <16>) <16>
4.2.2.8,21.46,19, heparin as substrate <16>) <16>
4.2.3.1,3.6,19, 3.6 <13>
4.2.3.1,1.05,19, 1.05 <32>
4.2.3.1,0.018,19, wild type <2>) <2>
4.2.3.1,8.8,19, mutation SprA-44 <2>) <2>
4.2.3.1,0.014,19, mutation Ile-3 <2>) <2>
4.2.3.1,1.73,19, 1.73 <1>
4.2.3.1,0.012,19, 0.012 <5>
4.2.3.1,3.8,19, 3.8 <18>
4.2.3.1,0.00098,19, purified enzyme from cloned gene <12>) <12>
4.2.3.12,0.00034,19, SSCR activity <16>) <16>
4.2.3.12,0.0632,19, 0.0632 <15>
