EC	modelRxn	kcat_1/sec	KeggID		Commentary	Organism	LigandStructureID	literature	EC_KeggID	tax_dist
2.7.4.3		0.073	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	wild-type, pH 7.2, 45&Acirc&degC	Bacillus subtilis	9	694945	2.7.4.3C00020	19
2.7.4.3		0.1	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	wild-type, pH 7.2, 55&Acirc&degC	Bacillus subtilis	9	694945	2.7.4.3C00020	19
2.7.4.3		0.135	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	wild-type, pH 7.2, 60&Acirc&degC	Bacillus subtilis	9	694945	2.7.4.3C00020	19
1.4.1.2		342	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	wild-type	Bacillus subtilis	32	672661	1.4.1.2C00026	19
1.4.1.2		344	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	wild-type	Bacillus subtilis	32	672660	1.4.1.2C00026	19
2.7.2.4		0.333	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	pH 7.0, 30&degC	Bacillus subtilis	91	642339	2.7.2.4C00049 	19
2.6.1.1		14	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	pH 8.0, 45&degC	Bacillus subtilis	38	722235	2.6.1.1C00025	19
1.4.1.2		18.1	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	wild-type	Bacillus subtilis	38	672661	1.4.1.2C00025	19
4.3.2.2		1.74	C03794 	cpd:C03794   N6-(1,2-Dicarboxyethyl)-AMP; N6-(1,2-Dicarboxyethyl)AMP; Adenylosuccinate; Adenylosuccinic acid	wild-type enzyme	Bacillus subtilis	29070	682738	4.3.2.2C03794 	19
2.5.1.54		4.6	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	pH 7.5, 37&degC	Bacillus subtilis	47	657873	2.5.1.54C00074	19
3.6.1.23		18	C00460	cpd:C00460   dUTP; 2'-Deoxyuridine 5'-triphosphate	pH 7.5, 25&degC, recombinant enzyme	Bacillus virus SPbeta	363	670775	3.6.1.23C00460	19
4.2.1.2		690	C00122	cpd:C00122   Fumarate; Fumaric acid; trans-Butenedioic acid	pH 7.5, 25&degC, recombinant enzyme	Bacteria	156	33762	4.2.1.2C00122	19
4.2.1.2		540	C00149	cpd:C00149   (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid		Bacteria	246	33762	4.2.1.2C00149	19
2.2.1.2		6.44	C00279	cpd:C00279   D-Erythrose 4-phosphate		Blastobotrys adeninivorans	416	671553	2.2.1.2C00279	19
2.2.1.2		4.9	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	pH 6.0, 20&degC	Blastobotrys adeninivorans	82	671553	2.2.1.2C00085	19
1.2.1.3		1.86	C00084	cpd:C00084   Acetaldehyde; Ethanal	 pH 6.0, 20&degC	Bos taurus	84	348708	1.2.1.3C00084	19
1.4.1.3		50	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid		Bos taurus	32	391593	1.4.1.3C00026	19
1.4.1.3		4.83	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	cofactor NAD+	Bos taurus	38	391593	1.4.1.3C00025	19
1.2.1.3		0.28	C00118	cpd:C00118   D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	cofactor NAD+	Bos taurus	473	348708	1.2.1.3C00118	19
2.7.4.8		130	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	calculated as GDP produced	Bos taurus	35	642561	2.7.4.8C00044 	19
1.3.5.1		0.142	C00149	cpd:C00149   (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid	calculated as GDP produced	Bos taurus	180	2877	1.3.5.1C00149	19
1.6.5.3		2.7	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	pH 7.6, 32&degC, cosubstrate: ubiquinone-1, ubiquinone-0 or idebenone	Bos taurus	3	696312	1.6.5.3C00004	19
1.5.1.3		5.1	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	25&Acirc&degC, pH 7.6	Bos taurus	5	672035	1.5.1.3C00005	19
1.10.2.2		10.2	C00524	cpd:C00524   Cytochrome c; Holocytochrome c	reconstituted into proteoliposomes	Bos taurus	79	440026	1.10.2.2C00524	19
1.10.2.2		10.3	C00524	cpd:C00524   Cytochrome c; Holocytochrome c	solubilized in presence of 0.1% bovine serum albumin	Bos taurus	79	440026	1.10.2.2C00524	19
1.10.2.2		13.3	C00524	cpd:C00524   Cytochrome c; Holocytochrome c	solubilized in presence of 0.1% bovine serum albumin	Bos taurus	79	439995	1.10.2.2C00524	19
1.10.2.2		25	C00524	cpd:C00524   Cytochrome c; Holocytochrome c		Bos taurus	79	439995	1.10.2.2C00524	19
1.9.3.1		1	C00126	cpd:C00126   Ferrocytochrome c; Cytochrome c2+; Reduced cytochrome c	at 7&Acirc&degC, in presence of 56% ethylene glycol	Bos taurus	268	658620	1.9.3.1C00126	19
1.9.3.1		12	C00126	cpd:C00126   Ferrocytochrome c; Cytochrome c2+; Reduced cytochrome c	at 7&Acirc&degC in absence of ethylene glycol	Bos taurus	268	658620	1.9.3.1C00126	19
1.3.5.1		28.3	C00042	cpd:C00042   Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid	at 7&Acirc&degC in absence of ethylene glycol	Bos taurus	54	2877	1.3.5.1C00042	19
1.3.5.1		83.3	C00042	cpd:C00042   Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid	based on FAD content, dependency on assay temperature	Bos taurus	54	391123	1.3.5.1C00042	19
1.3.5.1		167	C00042	cpd:C00042   Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid	based on FAD content, dependency on assay temperature	Bos taurus	54	391146	1.3.5.1C00042	19
1.2.1.3		0.76	C00232 	cpd:C00232   Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate		Bos taurus	440	348708	1.2.1.3C00232 	19
1.3.5.1		167	C00399	cpd:C00399   Ubiquinone; Coenzyme Q; CoQ; Q		Bos taurus	343	287801	1.3.5.1C00399	19
1.3.5.2		44.2	C00399	cpd:C00399   Ubiquinone; Coenzyme Q; CoQ; Q		Bos taurus	4097	391226	1.3.5.2C00399	19
1.2.1.11		0.12	C00441	cpd:C00441   L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde	pH and temperature not specified in the publication	Candida albicans	472	710717	1.2.1.11C00441	19
2.1.1.14	MetS_c	0.417	C00155	cpd:C00155   L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine	in 50 mM potassium phosphate (pH 7.2), 50 mM Tris-Cl (pH 7.2) containing 0.1 mM MgSO4, 10 mM dithiothreitol and 2 mM L-homocysteine at 37&Acirc&degC	Candida albicans	260	671587	2.1.1.14C00155	19
2.1.1.14	MetS_c	0.45	C00155	cpd:C00155   L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine	37&Acirc&degC, pH not specified in the publication	Candida albicans	260	734490	2.1.1.14C00155	19
1.2.1.2		0.023	C00288	cpd:C00288   HCO3-; Hydrogencarbonate; Bicarbonate; Hydrogen carbonate; Acid carbonate	at pH 7.0 and 25&Acirc&degC	Candida methylica	175	741359	1.2.1.2C00288	19
5.3.1.9		18	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	pH 8.0	Carassius auratus	82	704132	5.3.1.9C00085	19
2.4.1.1		47	C00009 	cpd:C00009   Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid	30&degC, pH 7.0, wild-type	Corynebacterium callunae	12	702874	2.4.1.1C00009 	19
2.4.1.1		50.5	C00009 	cpd:C00009   Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid	dextrin DP9 phosphorolysis	Corynebacterium callunae	12	488295	2.4.1.1C00009 	19
2.4.1.1		69.9	C00369	cpd:C00369   Starch; Glycogen	phosphorolysis	Corynebacterium callunae	189	488295	2.4.1.1C00369	19
2.4.1.1		74	C00369	cpd:C00369   Starch; Glycogen	pH 7.0, 30&degC, recombinant wild-type enzyme, phosphorolysis	Corynebacterium callunae	189	657863	2.4.1.1C00369	19
1.1.1.86		0.9	C06006	cpd:C06006   (S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	pH 8.0 25&degC	Corynebacterium glutamicum	3604	738989	1.1.1.86C06006	19
1.1.1.25		0.36	C00944	cpd:C00944   3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid	pH 7.0, 30&Acirc&degC	Corynebacterium glutamicum	700	724089	1.1.1.25C00944	19
1.1.1.25		114	C00944	cpd:C00944   3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid	pH 7.0, 30&Acirc&degC	Corynebacterium glutamicum	700	724089	1.1.1.25C00944	19
1.1.1.86		0.9	C04181	cpd:C04181   3-Hydroxy-3-methyl-2-oxobutanoic acid; 3-Hydroxy-3-methyl-2-oxobutanoate; 2-Oxo-3-hydroxyisovalerate	pH 8.0 25&degC	Corynebacterium glutamicum	11156	738989	1.1.1.86C04181	19
2.4.2.17	ATPPRT_h	1.91	C00119	cpd:C00119   5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophosphate; PRPP	wild type protein, pH 8.5, temperature not specified in the publication	Corynebacterium glutamicum	147	721765	2.4.2.17C00119	19
2.5.1.54		0.3	C00279	cpd:C00279   D-Erythrose 4-phosphate	isozyme NCgl0950 DAHP synthase, in 50 mM Tris-HCl buffer, pH 7.5, at 30&degC	Corynebacterium glutamicum	416	684585	2.5.1.54C00279	19
2.5.1.54		1.14	C00279	cpd:C00279   D-Erythrose 4-phosphate	isozyme NCgl2098 DAHP synthase, in 50 mM Tris-HCl buffer, pH 7.5, at 30&degC	Corynebacterium glutamicum	416	684585	2.5.1.54C00279	19
2.6.1.9		1.18	C01100	cpd:C01100   L-Histidinol phosphate	wild-type	Corynebacterium glutamicum	1003	684151	2.6.1.9C01100	19
2.6.1.9		3.27	C00123 	cpd:C00123   L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine	wild-type	Corynebacterium glutamicum	121	684151	2.6.1.9C00123 	19
2.6.1.9		4.1	C00079	cpd:C00079   L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	wild-type	Corynebacterium glutamicum	98	684151	2.6.1.9C00079	19
1.1.1.86		8.6	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 8.0 25&degC	Corynebacterium glutamicum	29	738989	1.1.1.86C00022	19
3.5.2.3		4.31	C00337	cpd:C00337   (S)-Dihydroorotate; (S)-4,5-Dihydroorotate; L-Dihydroorotate; L-Dihydroorotic acid; Dihydro-L-orotic acid	pH 8.0 25&degC	Crithidia fasciculata	697	246644	3.5.2.3C00337	19
1.8.7.1		243	C00088 	cpd:C00088   Nitrite		Cyanidioschyzon merolae	155	696126	1.8.7.1C00088 	19
2.1.2.1		5.85	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine		Danio rerio	89	676954	2.1.2.1C00065	19
2.1.2.1		8.95	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine		Danio rerio	89	686353	2.1.2.1C00065	19
2.7.1.11		236	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild type enzyme, at pH 7.0 in 50 mM HEPES, 100 mM KCl, 5 mM MgCl2 and 25&Acirc&degC	Dictyostelium discoideum	7	721541	2.7.1.11C00002	19
5.4.2.1		132	C00197	cpd:C00197   3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	in 30 mM Tris-HCl, 5 mM MgSO4, 20 mM KCl, pH 7.5, at 30&degC	Dirofilaria immitis	181	716984	5.4.2.1C00197	19
3.6.1.23		0.7	C00458	cpd:C00458   dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate	pH 7.5, 25&degC	Drosophila melanogaster	161	656212	3.6.1.23C00458	19
3.6.1.23		0.1	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	pH 7.5, 25&degC	Drosophila melanogaster	137	656212	3.6.1.23C00459	19
2.7.1.90		330	C00013 	cpd:C00013   Diphosphate; Diphosphoric acid; Pyrophosphate; Pyrophosphoric acid; PPi	wild-type, pH 7.2, 30&degC	Entamoeba histolytica	13	642112	2.7.1.90C00013 	19
2.7.1.90		325	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	wild-type enzyme, pH 7.2, 30&degC	Entamoeba histolytica	82	642110	2.7.1.90C00085	19
2.7.1.90		330	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	wild-type, pH 7.2, 30&degC	Entamoeba histolytica	82	642112	2.7.1.90C00085	19
2.7.9.1		53	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	pH 7.0, 37&Acirc&degC	Entamoeba histolytica	47	661689	2.7.9.1C00074	19
2.7.9.1		80	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	pH 5.8-6.4 (optimal pH)	Entamoeba histolytica	47	661689	2.7.9.1C00074	19
2.7.9.1		87	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	pH 6.0, 37&Acirc&degC	Entamoeba histolytica	47	661689	2.7.9.1C00074	19
2.7.9.1		10	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 6.0, 37&Acirc&degC	Entamoeba histolytica	29	661689	2.7.9.1C00022	19
2.7.9.1		15	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 7.0, 37&Acirc&degC	Entamoeba histolytica	29	661689	2.7.9.1C00022	19
2.3.1.30		17.31	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine	50 mM Tris-HCl, pH 8.0, 0.1 mM acetyl-CoA, 25&Acirc&degC	Entamoeba histolytica	89	705594	2.3.1.30C00065	19
2.3.1.30		25.52	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine	50 mM Tris-HCl, pH 8.0, 0.1 mM acetyl-CoA, 25&Acirc&degC	Entamoeba histolytica	89	705594	2.3.1.30C00065	19
2.3.1.30		43.83	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine	50 mM Tris-HCl, pH 8.0, 0.1 mM acetyl-CoA, 25&Acirc&degC	Entamoeba histolytica	89	705594	2.3.1.30C00065	19
4.3.1.19		5.2	C00188	cpd:C00188   L-Threonine; 2-Amino-3-hydroxybutyric acid	pH 9.0, 37&Acirc&degC	Entamoeba histolytica	220	705606	4.3.1.19C00188	19
2.3.3.9	MalS_c	14	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	N-terminal malate synthase-active domain GCE(13-573) of glyoxylate cycle enzyme, at 25&Acirc&degC, pH not specified in the publication	Euglena gracilis	95	715749	2.3.3.9C00048 	19
2.3.3.9	MalS_c	17	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	wild type full-length glyoxylate cycle enzyme, at 25&Acirc&degC, pH not specified in the publication	Euglena gracilis	95	715749	2.3.3.9C00048 	19
5.4.2.2		0.74	C00103	cpd:C00103   D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate	in 41 mM 1,3-diaza-2,4-cyclopentadiene /HCl (pH 7.6), 5 mM MgCl2, at 25&Acirc&degC	Fusarium oxysporum	101	714859	5.4.2.2C00103	19
4.1.1.21		40	C03373	cpd:C03373   Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole; 5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole	in 41 mM 1,3-diaza-2,4-cyclopentadiene /HCl (pH 7.6), 5 mM MgCl2, at 25&Acirc&degC	Gallus gallus	3629	4133	4.1.1.21C03373	19
6.3.4.13	PRAGlyL_h	2.3	C03838	cpd:C03838   5'-Phosphoribosylglycinamide; GAR; N1-(5-Phospho-D-ribosyl)glycinamide; Glycinamide ribonucleotide		Gallus gallus	1224	1412	6.3.4.13C03838	19
5.3.1.1		340	C00111	cpd:C00111   Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	wild type enzyme, in 30 mM triethanolamine buffer at pH 7.5 and 25&Acirc&degC	Gallus gallus	241	727027	5.3.1.1C00111	19
5.3.1.1		430	C00111	cpd:C00111   Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	30&Acirc&degC, pH 7.6, wild-type enzyme	Gallus gallus	241	661085	5.3.1.1C00111	19
4.3.1.18		0.197	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine	30&Acirc&degC, pH 7.6, wild-type enzyme	Gallus gallus	89	680567	4.3.1.18C00065	19
2.7.7.9		33.11	C00103	cpd:C00103   D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate	pH 7.5, temperature not specified in the publication	Ganoderma lucidum	101	738314	2.7.7.9C00103	19
2.7.7.9		0.21	C00029	cpd:C00029   UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose	pH 7.5, temperature not specified in the publication	Ganoderma lucidum	60	738314	2.7.7.9C00029	19
2.4.2.7		2.8	C00119	cpd:C00119   5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophosphate; PRPP	pH 7.5, temperature not specified in the publication	Giardia intestinalis	147	638167	2.4.2.7C00119	19
2.4.2.7		2.8	C00147	cpd:C00147   Adenine; 6-Aminopurine		Giardia intestinalis	136	638167	2.4.2.7C00147	19
2.4.2.7		0.0095	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate		Giardia intestinalis	9	638167	2.4.2.7C00020	19
2.1.3.3		82	C00169	cpd:C00169   Carbamoyl phosphate	pH 8.0, 37&degC	Giardia intestinalis	368	701115	2.1.3.3C00169	19
2.1.3.3		8.1	C00327 	cpd:C00327   L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline	pH 8.0, 37&degC	Giardia intestinalis	730	701115	2.1.3.3C00327 	19
2.7.1.90		83	C00009 	cpd:C00009   Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid	both reaction directions pH 7.4, 30&degC substrate is a Mg2+-chelated complexe of phosphate, not uncomplexed ligand	Giardia intestinalis	12	642105	2.7.1.90C00009 	19
2.1.3.3		7.9	C00009 	cpd:C00009   Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid	pH 8.0, 37&degC	Giardia intestinalis	12	701115	2.1.3.3C00009 	19
2.4.2.18		0.34	C00108 	cpd:C00108   Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate	cosubstrate: 5-phospho-alpha-D-ribose 1-diphosphate	Hansenula henricii	394	638668	2.4.2.18C00108 	19
1.5.1.2		31	C03912	cpd:C03912   (S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate	cosubstrate NADPH, wild-type, pH 7.5, 37&Acirc&degC	Homo sapiens	1456	740763	1.5.1.2C03912	19
2.7.2.3		4	C00458	cpd:C00458   dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate	cosubstrate NADPH, wild-type, pH 7.5, 37&Acirc&degC	Homo sapiens	161	661033	2.7.2.3C00458	19
2.7.2.3		110	C00286	cpd:C00286   dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate		Homo sapiens	194	661033	2.7.2.3C00286	19
2.7.4.9		0.73	C00364	cpd:C00364   dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate	wild-type	Homo sapiens	518	693440	2.7.4.9C00364	19
2.7.4.9		0.76	C00364	cpd:C00364   dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate	wild-type enzyme fused to the protein transduction domain of Tat	Homo sapiens	518	693440	2.7.4.9C00364	19
2.7.4.9		3	C00364	cpd:C00364   dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate	at 37&Acirc&degC in 50 mM Tris-HCl, pH 7.4, containing 50 mM KCl and 5 mM MgCl2	Homo sapiens	518	722915	2.7.4.9C00364	19
3.6.1.15		0.0074	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP	pH 7.0, 22&degC, recombinant wild-type enzyme	Homo sapiens	137	688347	3.6.1.15C00459	19
2.7.4.14		5.8	C00365 	cpd:C00365   dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	pH and temperature not specified in the publication, recombinant wild-type enzyme	Homo sapiens	496	739215	2.7.4.14C00365 	19
2.1.1.45		3.11	C00365 	cpd:C00365   dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	wild type enzyme, at 37&Acirc&degC	Homo sapiens	496	706625	2.1.1.45C00365 	19
2.1.1.45		48	C00365 	cpd:C00365   dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	wild type enzyme, in 50 mM TES buffer, 50 mM, MgCl2, 13 mM formalin, 2 mM EDTA, 0.15 mM 2-mercaptoethanol, pH 7.4, at 25&Acirc&degC	Homo sapiens	496	720965	2.1.1.45C00365 	19
2.7.4.9		4.8	C00365 	cpd:C00365   dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	at 37&Acirc&degC in 50 mM Tris-HCl, pH 7.4, containing 50 mM KCl and 5 mM MgCl2	Homo sapiens	496	722915	2.7.4.9C00365 	19
2.7.2.3		2630	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	wild-type enzyme	Homo sapiens	462	686757	2.7.2.3C00236	19
2.7.2.3		2633	C00236	cpd:C00236   3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	wild-type enzyme	Homo sapiens	462	685259	2.7.2.3C00236	19
3.5.4.10	IMPCH_h	8.6	C04734 	cpd:C04734   1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide; 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide; 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; FAICAR	pH 7.5, wild type	Homo sapiens	1304	485758	3.5.4.10C04734 	19
3.5.4.10	IMPCH_h	8.6	C04734 	cpd:C04734   1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide; 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide; 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; FAICAR	pH 7.5, 22&degC, wild-type	Homo sapiens	1304	658026	3.5.4.10C04734 	19
2.1.1.45		48	C00143	cpd:C00143   5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF	wild type enzyme, in 50 mM TES buffer, 50 mM, MgCl2, 13 mM formalin, 2 mM EDTA, 0.15 mM 2-mercaptoethanol, pH 7.4, at 25&Acirc&degC	Homo sapiens	336	720965	2.1.1.45C00143	19
1.1.1.44		0.217	C00345 	cpd:C00345   6-Phospho-D-gluconate	wild type enzyme, in 50 mM TES buffer, 50 mM, MgCl2, 13 mM formalin, 2 mM EDTA, 0.15 mM 2-mercaptoethanol, pH 7.4, at 25&Acirc&degC	Homo sapiens	327	286841	1.1.1.44C00345 	19
1.1.1.44		73	C00345 	cpd:C00345   6-Phospho-D-gluconate	at pH 7.5 and 22&degC	Homo sapiens	327	741367	1.1.1.44C00345 	19
2.7.2.3		200	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild-type, at 4&Acirc&degC, in 30% methanol, 20 mM triethanolamine, pH 7.5, 0.1 M potassium acetate, and 1 mM free Mg2+	Homo sapiens	8	702329	2.7.2.3C00008	19
2.7.2.3		2630	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild-type enzyme	Homo sapiens	8	686757	2.7.2.3C00008	19
2.7.2.3		2633	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild-type enzyme	Homo sapiens	8	685259	2.7.2.3C00008	19
2.7.2.3		2633	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild-type, at 20&Acirc&degC, in methanol-free buffer, 20 mM triethanolamine, pH 7.5, 0.1 M potassium acetate, and 1 mM free Mg2+	Homo sapiens	8	702329	2.7.2.3C00008	19
