locus_id	mean_6h	mean_8h	mean_12h	mean_18h	std_dev_6h	std_dev_8h	std_dev_12h	std_dev_18h
AT5G16310	1.0976203733	1.0114812873	0.921577958	0.817122774	0.0784664794	0.1209090927	0.0447683654	0.1314608178
AT5G16390	1.1456297313	1.0952349903	1.0601481687	1.0290658037	0.0748068589	0.046556029	0.089461971	0.0314316425
AT5G16400	1.074928248	1.0420062343	1.1155603557	0.9680647477	0.0328863704	0.0078928359	0.0705034582	0.0320731413
AT5G16440	1.1006391597	1.0522350397	1.0592685883	1.0549521907	0.0798296459	0.023810513	0.0325701233	0.017976814
AT5G16510	1.1188659097	0.9710484463	0.9446622317	1.0457307243	0.0541452062	0.0912909678	0.0285012507	0.1230363483
AT5G16590	0.9611353907	1.02904144	1.5040207477	1.246959031	0.0191063746	0.0524162408	0.2605840295	0.2718573804
AT5G16620	1.152964558	1.067608288	1.060823923	1.1222044017	0.0680439835	0.1126573422	0.0827536482	0.0969926722
AT5G16660	0.8790540367	0.88464724	1.0148194033	0.988579798	0.067611154	0.0329994475	0.0912461723	0.0107089146
AT5G16710	0.9832008213	0.9596427847	1.0344222237	1.0790521303	0.0090848321	0.0050476078	0.067410459	0.0601374441
AT5G16715	1.296825739	1.1971938023	1.208514064	1.13108528	0.0617464591	0.0744976222	0.04230823	0.0987361641
AT5G16750	1.4521142017	1.0253143703	1.023286412	0.7902508817	0.1083779195	0.080184229	0.0699001758	0.1198574266
AT5G16760	1.123491129	0.9794092703	0.9282411807	1.0432781213	0.0771764303	0.0775043064	0.0365288093	0.0721766089
AT5G16810	1.1349423227	1.2143249547	1.2370515873	1.23835893	0.0224371715	0.0716720921	0.1368072441	0.0236827489
AT5G16840	0.755481664	0.716337833	0.8191909743	0.905129635	0.0155245658	0.0089645126	0.0324588364	0.0422876291
AT5G16880	1.2419491837	1.3974240023	1.5699232013	1.2715127677	0.1149867426	0.0533436452	0.1153692823	0.1501942502
AT5G16970	1.0922638123	1.016354015	0.9808909853	1.1314280687	0.0331806842	0.0155166255	0.2094656806	0.0635971092
AT5G16990	1.0356453723	1.0322751503	0.9882953203	1.0275106737	0.015782472	0.051447158	0.076747578	0.0292951877
AT5G17000	0.9974337027	1.0522956033	1.3439535137	1.605778188	0.0191209861	0.0428120244	0.1210512889	0.1071880088
AT5G17020	1.3278733063	1.2254849827	1.2835858193	1.1653519253	0.0485263376	0.0167633822	0.0313419244	0.0967973103
AT5G17050	1.5311885987	1.4365367767	1.4339238093	1.4383335967	0.0644345974	0.0561141524	0.0426169714	0.0900637718
AT5G17170	0.93301538	0.9408782543	1.08010481	1.1090107497	0.0163225042	0.0234765082	0.0516956233	0.0155128189
AT5G17220	0.890583641	1.1029718387	1.027593775	1.4771892003	0.0455522952	0.130020316	0.0717427795	0.2591799365
AT5G17230	1.0015226157	0.7871829473	0.6640170613	0.793987599	0.0270584909	0.057970002	0.0344277001	0.0373009718
AT5G17270	0.9798778593	1.1668318633	1.0630493687	1.10187911	0.1051331666	0.0032054588	0.0425405646	0.012455139
AT5G17310	0.955157516	0.9030776563	0.881699238	0.8641222803	0.0707754789	0.1567871055	0.021511747	0.0650371325
AT5G17380	0.7885278973	0.7777116523	1.0594995147	1.36494969	0.0321754984	0.0205472682	0.0790671105	0.0854701316
AT5G17410	1.641831175	1.5883040447	1.7382857213	1.497728469	0.0688251928	0.0690981722	0.1310385846	0.1291859905
AT5G17530	1.213889365	1.26590779	1.2706810407	1.095641218	0.0186792921	0.0695362316	0.0262988966	0.0461518404
AT5G17560	1.0213241563	0.9650965173	1.033326501	0.966793408	0.0947053008	0.0302358653	0.024980012	0.075898744
AT5G17630	0.933402425	0.9786423123	0.966496809	1.167886261	0.0806822376	0.0280843332	0.05316473	0.1067993463
AT5G17670	0.8738992287	0.8969218243	0.9494003033	1.005718448	0.0437572506	0.01669918	0.0447333388	0.041691603
AT5G17710	0.8438413497	0.8635819097	0.902682689	0.9939383833	0.0492573808	0.0089273167	0.0329337621	0.0223401869
AT5G17770	1.1702995693	1.186051794	1.083574087	1.1313085313	0.0607613122	0.0412838205	0.0997554353	0.0337512865
AT5G17790	1.2387231537	1.007433194	0.9241534013	1.110590789	0.188431614	0.0922692575	0.1256745525	0.0688137537
AT5G17870	1.4416067423	1.4161610083	1.407839633	1.320750643	0.0474383924	0.0250225226	0.0180127945	0.0672567298
AT5G17910	0.9306670837	0.9214263087	1.101535949	0.6768199723	0.1411264079	0.0831936553	0.1756796895	0.099342255
AT5G17920	1.1812172233	1.257354323	1.242187966	1.2157535253	0.0442704061	0.0339783312	0.0735901314	0.0866524004
AT5G17990	0.8933809343	0.8862544677	0.8816102747	1.008840947	0.0316119408	0.0384417377	0.0189731171	0.0877895367
AT5G18070	1.0603119363	1.1514298533	1.04921699	0.809521686	0.1955453083	0.1398816487	0.1143641645	0.0670061429
AT5G18100	1.1557152027	1.196346821	1.1358096513	1.118444228	0.0553287398	0.0948101043	0.1612564626	0.0973212776
AT5G18170	1.5089782643	1.126192274	1.039164466	1.1161538603	0.0570147017	0.1560058333	0.138464912	0.1302942939
AT5G18190	1.5140655163	2.2933166677	1.8456031763	1.5191032953	0.4858513729	0.2274121199	0.4814848157	0.2235078171
AT5G18230	1.2162338143	1.0721178173	1.1290957503	1.0630717367	0.0418557815	0.0535217024	0.0558628705	0.0696120819
AT5G18400	1.07115834	1.139993451	1.0809828183	0.930915931	0.0297624718	0.0302400123	0.088381467	0.0223729311
AT5G18410	0.992702299	0.900447257	0.7362730303	0.9778633967	0.0376689153	0.0409648571	0.1180931775	0.0941784103
AT5G18420	1.367522524	1.222570002	1.1675248067	1.0732878717	0.0919025683	0.128927322	0.0464108882	0.1113478772
AT5G18570	1.3868717007	1.4115181633	1.5454713987	1.0342686737	0.1616847554	0.0936386051	0.2035633247	0.1100528611
AT5G18660	0.8876768213	1.0350923127	1.042837347	1.0639378167	0.0018528707	0.0200559293	0.0842914953	0.0305633312
AT5G18700	1.1559108383	1.4365482937	1.1542282497	1.100831016	0.0723711641	0.0245213287	0.1734797727	0.1640218787
AT5G18900	0.9556914407	0.9824069707	1.0518756273	1.1623768697	0.0778201133	0.0353468826	0.1084296513	0.0697037823
AT5G18940	0.9538838327	1.077021101	0.914120741	0.9254995407	0.0584357297	0.0958928719	0.0479429428	0.0363004644
AT5G19140	1.124202248	1.1762079463	1.3320636873	1.2918976597	0.0395554076	0.0109611099	0.0619085007	0.0924170639
AT5G19150	1.224868203	1.0917222903	1.527631624	1.1343138483	0.1700606665	0.0504307377	0.0423943913	0.230483589
AT5G19180	1.4184825247	1.9971394353	2.123791311	1.4732871723	0.3817477946	0.0889975463	0.1184995744	0.0717036594
AT5G19220	1.179482803	1.1621592953	1.1441378763	0.9939001377	0.0293020481	0.024548444	0.042911953	0.0552914492
AT5G19280	1.0830810543	1.054485778	0.9080379327	1.119844425	0.0591901768	0.0986577966	0.0513116835	0.2700300263
AT5G19290	1.3305285387	1.5100848277	1.3805668223	1.0394798623	0.1156668963	0.0967275653	0.149955591	0.1066170874
AT5G19320	0.8132977637	0.6138091133	0.6773449407	0.889809989	0.0781592598	0.0743865544	0.1084753233	0.0589917573
AT5G19350	1.384471595	1.321634837	1.3640056823	1.141333307	0.1289516746	0.1070125829	0.0738495852	0.0783433082
AT5G19370	0.9647884263	0.9285705063	1.0085915237	1.0171259573	0.0179761363	0.0386662362	0.0610882331	0.0277700465
AT5G19400	1.264464166	1.095671303	1.160703657	1.066100243	0.0538165166	0.0565733451	0.0635968934	0.0754758089
AT5G19440	0.851828694	0.862687855	1.015524393	1.182607017	0.0094093218	0.0383960991	0.0833740409	0.073091441
AT5G19460	1.1884844243	1.1613430307	1.0901046923	1.0452201123	0.0462476573	0.0236323782	0.1775058682	0.0165065058
AT5G19485	1.305364337	1.7616052533	1.7052449213	1.3617847743	0.1619089941	0.1895152882	0.1557262619	0.0388690701
AT5G19510	1.0069069903	0.922922953	0.8588455827	0.8579774207	0.0092569054	0.0392501127	0.0642679403	0.0272639923
AT5G19540	1.8542257297	2.146645774	2.356882081	2.2130720033	0.0297037132	0.0284727444	0.1186324131	0.0338502851
AT5G19550	0.8914544233	0.8843175277	1.007356806	1.1282183443	0.0420398013	0.0944645275	0.0194629634	0.0971192444
AT5G19620	0.8772612457	0.9325783397	1.1683298833	1.2392035193	0.0397701403	0.0126603384	0.0642033378	0.0905864211
AT5G19680	1.1973898827	1.124199755	1.1021814113	1.078957976	0.0148005195	0.0469992303	0.0693277906	0.0644568075
AT5G19690	0.9334698703	1.0003707397	1.2258578117	1.11375004	0.021048579	0.016907937	0.0826621688	0.1266627349
AT5G19750	1.156843379	1.1333299923	1.03951093	1.0802579853	0.0479922827	0.0467252754	0.1005261184	0.0139022474
AT5G19760	0.90158964	0.9483080237	1.0622247483	1.1022794293	0.004951497	0.0128121055	0.0517007071	0.036985529
AT5G19770	1.5312671157	1.5145978627	1.4767768923	1.0394604277	0.1182520374	0.0236318932	0.0831834424	0.035443049
AT5G19820	1.17239284	1.109453979	1.1400376493	1.010797079	0.0484499726	0.0031976581	0.007130475	0.0235240799
AT5G19850	1.1146031007	0.9975247493	1.0005517817	0.9729017347	0.0433256208	0.0546630554	0.1095977529	0.0227937207
AT5G19855	1.2765951213	1.1571467037	1.143584523	0.9830500887	0.1118149423	0.0360740237	0.0346319194	0.047315029
AT5G19860	1.080709506	0.9855176727	1.0924819757	1.1143321477	0.0248770836	0.0635964468	0.0488815451	0.102899533
AT5G19940	1.2534537753	1.220586139	1.143121226	0.9566578423	0.0041122486	0.0347886156	0.0494437788	0.0372846628
AT5G19980	1.0865800777	1.3030233797	1.2772488317	1.4253885257	0.1445535431	0.0993425756	0.1717631582	0.0568480004
AT5G19990	1.0847558733	1.0941979777	1.1228579803	0.8550289447	0.0950456025	0.0280089237	0.1662321954	0.1127163815
AT5G20010	0.9983791793	0.9372317623	1.023474523	1.0369003837	0.0618637261	0.0333583249	0.030009125	0.0300429966
AT5G20080	0.864841295	0.8816704243	0.9581980643	1.0048596853	0.0214202021	0.0447762389	0.0347869019	0.0506044539
AT5G20140	1.113919222	1.0958778693	1.00311752	1.0816150283	0.0741337822	0.0465246646	0.010566226	0.0501013754
AT5G20200	1.5727721847	1.2536258583	1.301434831	1.2773209283	0.1519736036	0.1641376415	0.0476709161	0.1024802829
AT5G20230	2.1945203953	1.830029509	1.2314739553	1.0415125083	0.2258341764	0.2088332022	0.2023594252	0.0204977043
AT5G20250	1.4121705167	1.6283371407	1.5873690907	1.4064682527	0.2043485934	0.195109141	0.0370385354	0.1566793374
AT5G20280	1.0856375057	1.1017181787	1.1750950987	1.2365513363	0.0389725356	0.0249674835	0.0246340264	0.0429648378
AT5G20290	1.0281795733	0.9537704533	0.9542600917	0.8888667893	0.0394100644	0.0253319955	0.0609612784	0.0462340546
AT5G20300	0.750397757	0.657768158	0.6133828037	0.6184413567	0.0066032403	0.0128165888	0.116614658	0.0946339794
AT5G20350	1.204747166	1.149728274	1.3676565507	1.4042012997	0.0555551958	0.0700252737	0.1381606572	0.2527234741
AT5G20360	1.2014243847	1.118564666	1.182316152	1.063315687	0.0265106146	0.0891709767	0.0714174778	0.1030746148
AT5G20490	0.8215913967	0.8789951407	1.032574109	0.9321011133	0.0052007163	0.0195390029	0.0317477021	0.0428307143
AT5G20500	1.0653848463	1.107945168	1.132402703	1.1760306527	0.0756329271	0.0339376794	0.0191236275	0.0210342189
AT5G20520	0.3934632773	0.4047282533	0.2614509293	0.5582120197	0.0420528514	0.0836799651	0.1034133333	0.1199619783
AT5G20570	1.1802760217	1.150924225	0.9997459117	0.8299360557	0.050698979	0.0858126099	0.1447923161	0.1035120514
AT5G20600	1.1314895423	0.9130810873	1.0987588853	0.9640865133	0.1708627198	0.0974982892	0.0793341823	0.1660922591
AT5G20630	1.2072356333	1.1156098093	1.0982776847	1.0097141943	0.0518628791	0.0255527668	0.0833217245	0.0627467334
AT5G20660	1.010776321	1.119283472	1.091832857	1.1733324623	0.0659421593	0.0506097537	0.0880927218	0.0254163406
AT5G20720	0.816897905	0.821084007	0.8819891553	0.8747155793	0.0240763701	0.0083251108	0.0862142012	0.0226571465
AT5G20830	0.56811091	0.688444784	1.199666819	1.5286904263	0.0600354379	0.0293893792	0.1279520974	0.0710021667
AT5G20890	1.0647926327	1.1016931813	0.994275361	0.95602237	0.0582969621	0.0379599653	0.032067753	0.0720607663
AT5G20920	1.1794028147	1.1313917153	1.0406769253	0.899997794	0.0472935301	0.0389415209	0.0689376024	0.0240466951
AT5G20935	0.8042053163	0.7904956973	0.8915469337	0.929147904	0.0334827857	0.0167542768	0.1485085697	0.0870133149
AT5G20950	1.4835446847	1.2968757153	1.261199298	1.179868504	0.0390058194	0.06436226	0.0782024235	0.090790026
AT5G20960	1.146794784	0.8906083097	0.7708767817	0.6448028707	0.0605620428	0.0724062594	0.1207822046	0.0472246966
AT5G20980	1.35113493	1.391360736	1.560110933	1.4428674877	0.1009525393	0.0830253183	0.0242068983	0.1877852432
AT5G20990	0.788454147	0.9126116013	1.0611594013	1.0782169307	0.0167169558	0.0367794676	0.0424634014	0.1166640948
AT5G21060	1.0874724683	1.0666579287	1.032454771	1.1265091433	0.0457102353	0.0472560708	0.0532206326	0.0934509134
AT5G21100	1.0939990567	1.0787657907	1.3742043837	1.4542989197	0.0269113031	0.021746113	0.1246754967	0.2241303367
AT5G21105	1.3107042483	1.2307179423	1.7160041863	2.064033509	0.1120409081	0.0587084049	0.5446822629	0.405386546
AT5G21160	0.9707937543	1.0056741397	1.0111280317	0.8890380547	0.0916154539	0.0352329113	0.0356109767	0.0357857035
AT5G21326	1.3943859197	1.2533754917	1.1140947323	1.0044875497	0.1268468916	0.1213779692	0.0854949337	0.0172829647
AT5G21430	0.9537169387	0.958772259	0.9970713093	0.9887515197	0.0460853922	0.0535622404	0.0283342376	0.0623852695
AT5G21930	1.3253763123	1.0146992723	0.5874000287	0.8372674283	0.1578083726	0.082365784	0.1552879851	0.0437654644
AT5G21990	1.207714074	0.9716731257	0.9075138897	0.9332608857	0.111864399	0.071835792	0.0959038379	0.1643066889
AT5G22020	0.9360808207	0.8309720903	0.880067084	1.0583602427	0.0583497584	0.0458672212	0.0446213969	0.1257227097
AT5G22060	0.685361205	0.631695811	0.6089632263	0.7214714203	0.1024232838	0.0835684919	0.0523811378	0.1071269864
AT5G22100	1.406346558	1.271423437	1.045866572	0.752436659	0.025017047	0.1045989707	0.0111203223	0.0297098752
AT5G22330	1.469136552	1.4094645567	1.4405430687	1.086468466	0.229144941	0.0989793446	0.1560671045	0.0185026718
AT5G22340	0.9002976763	1.00980989	1.0474877163	1.0615530777	0.0424670545	0.0524059311	0.168983379	0.0270258093
AT5G22440	0.914372318	0.912848266	0.951124177	0.9446731143	0.0079303439	0.0616914322	0.0981607191	0.0472929472
AT5G22510	0.9722168123	0.895349281	0.930265564	1.11355135	0.0597453784	0.0217247191	0.0490976233	0.0250210618
AT5G22620	1.0539716593	1.021104036	1.117455389	1.096311016	0.0364537606	0.1144598148	0.0610575141	0.044015423
AT5G22640	0.89819567	1.14626917	1.1100912373	0.930917001	0.0834393013	0.1177611619	0.0332698993	0.1045392591
AT5G22770	1.1464213973	1.058115076	1.1542452623	1.1025812533	0.1051196524	0.0637790444	0.0706695166	0.1305578393
AT5G22780	1.3552906637	1.1231224567	1.2174587337	1.1442617977	0.1189691103	0.0631695369	0.1212587698	0.1329760892
AT5G22800	1.24678739	1.1312596087	1.1850236657	1.1443449637	0.0312861314	0.0606418803	0.0434179093	0.0736649461
AT5G22830	1.2195352637	1.3286192203	1.2598462287	1.1441312037	0.1335710395	0.0304702142	0.0923742222	0.0467486332
AT5G22950	0.8670200677	0.8361347923	0.947433756	0.9257343447	0.0582327355	0.0673188748	0.0420320383	0.0874330837
AT5G23010	1.0480266023	1.1690228773	1.5327158087	1.746057671	0.03696582	0.0270884574	0.0768481674	0.1461526437
AT5G23040	1.0190536787	1.1395362847	1.0184707807	0.990974209	0.0509071774	0.0912045829	0.054077873	0.0235417728
AT5G23050	0.7370244877	0.664127746	1.1307024023	1.7877958653	0.0342263887	0.0244689224	0.0629199014	0.2180357104
AT5G23060	0.8018217203	0.8026887263	0.8559113133	0.9589655597	0.0257984533	0.0272782848	0.0716763835	0.0141652315
AT5G23110	1.0262194443	1.0124770517	1.1646001183	0.9229823647	0.057937254	0.1355100254	0.2147107834	0.0649731265
AT5G23120	1.170757869	1.0364714657	0.9123740203	0.9544974513	0.0557119849	0.0568013265	0.0122640273	0.0716484573
AT5G23140	1.0327107053	0.9697205987	0.933192888	0.974634365	0.0390553159	0.0384983024	0.074565713	0.0522588259
AT5G23210	1.9352395307	1.3846864493	1.057572132	1.0348561053	0.0104394953	0.047827147	0.2102782699	0.1082869785
AT5G23250	1.172978442	1.1306489573	1.0146265007	1.053434906	0.0661323215	0.0805297086	0.2071516309	0.0329946357
AT5G23290	1.0737099253	1.0108594673	0.930320179	0.9211401153	0.0926103006	0.0133274714	0.0249474542	0.0300768304
AT5G23300	1.2186412793	1.0957958063	1.0622774777	1.0275495397	0.009264775	0.0715776084	0.0356518143	0.11652235
AT5G23310	1.1191180373	1.047555904	1.1102219707	1.080475102	0.033018718	0.025738409	0.0633146594	0.0513317989
AT5G23440	0.837831389	0.833465895	0.8291405883	0.8636146377	0.059929848	0.0173583999	0.037725935	0.0315631954
AT5G23540	1.0250914923	1.0128820043	0.9802280387	0.998434379	0.0428279035	0.0171209158	0.0239322573	0.0305988515
AT5G23575	0.781875965	0.816153946	1.2000871407	1.1326214137	0.0522341328	0.0143265435	0.1126576492	0.1469662473
AT5G23630	0.909574801	1.1052061	1.01123924	0.8795274007	0.135612793	0.2467860003	0.1437429081	0.1189139458
AT5G23660	0.57185127	0.6567377607	2.6683085663	7.649830531	0.042083874	0.05910615	0.2390352605	1.8741696656
AT5G23740	1.0825693573	1.0463902927	1.098516709	0.9569766117	0.0803357695	0.0786169731	0.0498428507	0.0671610581
AT5G23820	1.6971940487	1.509173543	1.4079126807	1.175379301	0.0741173507	0.0285221329	0.1043350329	0.050093007
AT5G23860	1.2438062877	1.2106355657	1.2653480803	0.9336396977	0.1356365057	0.3180543473	0.0852238166	0.0469982528
AT5G23870	1.9950071883	1.5443515717	1.2817219207	1.302208568	0.2249691303	0.2441830835	0.041583581	0.1972859708
AT5G23880	1.3343861	1.246738491	1.176029972	1.095003895	0.0520252454	0.0078253991	0.0515540686	0.0401878933
AT5G23890	0.9699352383	1.003192958	1.1692214157	1.126301594	0.0397240007	0.0037377042	0.0561167261	0.0531618191
AT5G23900	0.920349792	0.841802367	0.8841262783	0.8728688203	0.0211475313	0.0268654208	0.0532391237	0.0533237323
AT5G23920	0.8639204557	0.7809761517	0.879057681	0.9171317367	0.0255120086	0.0644642379	0.084496124	0.074746208
AT5G23940	1.3201952683	1.1856608863	1.197237085	1.391537766	0.0434979559	0.0663189662	0.102791886	0.1247517442
AT5G24000	0.7521770493	1.2869701633	1.2150481823	1.4937648243	0.1348913093	0.0256090075	0.2044608838	0.1450327207
AT5G24020	1.2585563177	1.241293625	1.2907250253	1.0537094183	0.0884171234	0.0319880884	0.0824316056	0.1074042369
AT5G24165	0.8535067053	1.0443535713	1.2837944917	1.2733537717	0.0546907785	0.0374224783	0.2736098527	0.1176028534
AT5G24260	1.2453516153	1.402732986	1.6819403017	1.4579166397	0.1422726644	0.0567035057	0.090474858	0.2121213813
AT5G24300	1.054413469	0.981933214	1.2088348217	1.253370467	0.0290583048	0.0311811471	0.0435491642	0.1443042095
AT5G24350	0.9115523407	0.9731113997	1.0903389547	0.9813761923	0.01065921	0.0430510296	0.0776789981	0.065745555
AT5G24400	1.0994997467	1.0193806507	1.101893731	1.096541911	0.0476493619	0.0285427954	0.0601257936	0.0565525523
AT5G24460	0.7413591833	0.7773534033	0.8123169017	0.9575778527	0.0711205972	0.0462506951	0.0854687275	0.0212096698
AT5G24490	1.471597175	1.1341621437	1.0576488757	0.9703497253	0.0852239243	0.0237664723	0.0417301988	0.0187886297
AT5G24650	0.971332238	1.0782922527	1.1673917607	1.404814141	0.0678947834	0.0519939631	0.102118137	0.2709899491
AT5G24690	1.1233888413	1.1148521307	1.0213472877	0.891005967	0.0793537599	0.0880630649	0.0372723596	0.025902583
AT5G24710	1.0158683657	1.0448279433	1.1869497623	1.009480144	0.0187712812	0.0307761058	0.0450848813	0.0772727535
AT5G24770	0.512348637	0.5546685127	0.6511852337	1.3338449267	0.0296098524	0.0649906795	0.2498080458	0.6717076987
AT5G24850	11.9494937567	8.9943519947	10.5787390057	8.4991855097	2.1582874624	2.810516461	6.0712654054	4.4385479754
AT5G25070	1.3480289197	1.222719108	1.3142641887	1.101097322	0.0640985556	0.1218573353	0.0493596872	0.1299185055
AT5G25090	1.214432953	1.149779919	1.1666521447	0.998118646	0.0167675593	0.0237605482	0.0155436814	0.0228202672
AT5G25100	0.942946344	1.065375639	1.205263125	1.1168555637	0.078334283	0.0590739626	0.0799468274	0.0844087606
AT5G25150	1.570445311	1.5681877573	1.2261540503	1.43892378	0.2028730798	0.0607972601	0.3085777342	0.0519559465
AT5G25265	0.9587595533	0.896066993	0.8986368227	0.9946983577	0.0469227606	0.0604936771	0.1221347626	0.0152459398
AT5G25460	1.7859454027	1.3923874157	0.9334361007	0.8040429113	0.0646696301	0.0581870483	0.1092526181	0.0860704289
AT5G25754	1.2304602003	1.2436809837	1.2361645557	1.046464306	0.1096563473	0.0615780722	0.0476990241	0.008733521
AT5G25780	1.1914250313	0.9769728907	0.6173632003	0.956655509	0.1090857201	0.0529519005	0.1445211986	0.055093575
AT5G25980	1.2325182097	1.312802984	1.5081093157	2.1774126017	0.0239644763	0.0443541304	0.1293314454	0.153871533
AT5G26000	1.387557825	1.2357052113	1.6668989577	1.7020598313	0.0425677072	0.0066838311	0.191357509	0.2405327481
AT5G26210	1.364971444	1.4157124607	1.038449704	0.9458390343	0.1959768493	0.2404614657	0.1529268286	0.0867339155
AT5G26360	1.09496934	1.040896586	1.09764023	1.0540762103	0.0125099279	0.0161027352	0.0208202409	0.1240329473
AT5G26570	1.0786299257	1.015833974	1.2096259483	1.3527333547	0.0386643845	0.0356633786	0.0629673181	0.0486290122
AT5G26667	0.8536024253	0.908483803	1.015685116	1.0355540533	0.0268654469	0.0292415063	0.0899907816	0.021964521
AT5G26710	1.1444977217	1.161345341	1.218517414	1.168348494	0.0252625338	0.0126608009	0.0981171259	0.1068455879
AT5G26742	1.145464749	1.0871340553	1.1956424647	1.141553401	0.032740685	0.0386211231	0.0627988408	0.0991693245
AT5G26760	0.8756504793	1.0272775803	0.986272897	0.935784673	0.132850927	0.0821871538	0.1270978126	0.0661885396
AT5G26780	1.046131863	1.0246491053	1.1979585217	1.0145589407	0.0431638112	0.0578135386	0.0581640844	0.000786503
AT5G26830	1.109170476	1.10924791	1.3077050297	1.275350946	0.022135488	0.0303278981	0.0563415415	0.1561236563
AT5G26860	1.2150699593	1.1021554287	1.243426893	1.2060698233	0.0460265831	0.0284737112	0.0728442427	0.0437260106
AT5G27120	1.2770801243	1.1188212503	0.9944231937	0.918211257	0.1376321351	0.0263552575	0.0424566659	0.0050788444
AT5G27290	0.4685027493	0.491886785	0.599168039	0.789936972	0.0646637132	0.0592855165	0.0937869267	0.075965226
AT5G27380	1.2564166753	1.2060527103	1.1608428527	1.1825149597	0.0677775663	0.0546478328	0.0332095028	0.0738117359
AT5G27390	1.0143293553	1.002343023	0.9088666927	0.7827333267	0.0838302856	0.0772612894	0.1446430299	0.021626752
AT5G27470	1.4146232137	1.3921506473	1.2720965883	1.0579691237	0.1338479306	0.0413750479	0.0591191476	0.0408722318
AT5G27540	1.124077675	1.0907317957	1.239376488	1.2753721093	0.0704426212	0.0585477866	0.112069398	0.1017566873
AT5G27560	1.289227306	1.1008071787	1.0822486273	1.1571168633	0.0659653966	0.0347086114	0.1451854745	0.0864372916
AT5G27600	0.8660824817	1.092629104	1.5593086917	2.166572403	0.050386474	0.0545832253	0.2316473223	0.1607865922
AT5G27640	1.268350017	1.1826048413	1.1994835143	1.143321253	0.0881606822	0.0303454522	0.0593392015	0.0856500263
AT5G27670	1.2568798617	1.145380178	1.1205220113	0.9828053897	0.0762025997	0.0461626524	0.0733686165	0.0691378555
AT5G27770	1.0280807287	0.9487074223	0.9294383973	0.855892079	0.0278483378	0.0254027897	0.0264715231	0.0297674385
AT5G27850	0.8826619057	0.887276215	0.9190375153	0.8538637427	0.0294884727	0.0297307532	0.0282190164	0.0316731907
AT5G27970	1.277934979	1.1163307293	1.1878866967	1.063221391	0.0303560279	0.0475921734	0.0586123412	0.02077389
AT5G28020	1.1704484053	1.0443389493	1.064536823	0.9346562597	0.0562312557	0.006040853	0.0790165566	0.0333761381
AT5G28030	1.007679974	0.9387294557	0.9048202073	0.7891305097	0.0778580115	0.1196663527	0.1075825356	0.0538864393
AT5G28050	0.7300882207	0.7702751893	0.8714795833	0.924162741	0.03927429	0.0444397972	0.0429708185	0.0191865909
AT5G28060	1.0894448517	0.9946435707	0.9849603607	0.895847851	0.0191338313	0.0245569678	0.0497600861	0.0234172331
AT5G28220	1.8290073357	1.8481851913	1.618651806	1.5053026097	0.1761196599	0.0787165929	0.1154048601	0.0793694853
AT5G28350	2.2344796923	1.073479412	1.1724324647	1.0711381867	1.3106949056	0.0910786588	0.0715255927	0.0633171532
AT5G28500	1.4155232773	1.3414940207	1.321034004	1.2379918823	0.0646520189	0.0898440087	0.0540914083	0.0836913903
AT5G28540	0.585395792	0.5899086617	0.917905022	1.0440381877	0.0641122179	0.037623946	0.0885573817	0.1494080493
AT5G28740	1.1866266927	1.129551371	1.0691675887	0.9494270177	0.0394924321	0.0129182797	0.0359794801	0.0832443781
AT5G28840	1.257985686	1.119235577	1.053978324	1.046954285	0.0473017965	0.0999748265	0.0357111118	0.0635391505
AT5G28900	1.5206979307	1.592169252	1.5483435863	1.0998272963	0.1476026386	0.1486351786	0.2729149962	0.1066533968
AT5G30510	1.209336728	1.0942972203	0.952473785	0.9644887633	0.0254145078	0.0690378216	0.0113285729	0.051439278
AT5G32470	1.3041737673	1.1489121687	0.985869458	1.204591986	0.2615808299	0.1083517531	0.1143404899	0.0583019761
AT5G33320	1.1791179123	1.162770364	1.121346683	1.0765086297	0.0266783484	0.0299797784	0.0384563293	0.0715712954
AT5G34850	0.8984418833	0.9491830093	1.0907240807	1.0281941603	0.0510229487	0.0606840586	0.0541805453	0.0235150579
AT5G35100	1.0146990343	0.9563951383	1.016481989	1.09501634	0.0777305797	0.0193665344	0.0860503432	0.0598187029
AT5G35160	0.85903589	0.9157782487	1.0604925233	0.917331686	0.0495405355	0.0268007788	0.125419906	0.0558957598
AT5G35170	1.5046415827	1.5073917863	1.399642249	1.1289874323	0.1985065566	0.0385614305	0.1038149629	0.0632667952
AT5G35180	1.1307685307	1.032708128	1.038470985	0.9295278327	0.1370181591	0.0943772793	0.0366430876	0.0605796009
AT5G35200	1.508722116	2.0294351137	2.0328699697	1.407033541	0.2666756637	0.2208524601	0.2313312198	0.5112252042
AT5G35220	0.925396225	0.9059263373	0.9280772083	0.883771974	0.030206314	0.0498760237	0.0226018856	0.0436273321
AT5G35360	1.4735654147	1.387440693	1.247231984	1.0552962443	0.1142213033	0.0142818302	0.0087346964	0.0160042585
AT5G35430	1.264244216	1.0840329547	0.9522374683	1.130796379	0.057064677	0.1074437276	0.0883227304	0.045976308
AT5G35530	1.2055975243	1.165803229	1.175633655	1.0208935967	0.0533877651	0.0687041634	0.0868217268	0.0857227507
AT5G35560	1.7830972107	2.1902020087	1.7122790103	1.294197241	0.0529675241	0.5877012781	0.1973663617	0.2499010929
